customer_id,customer_name,email,phone,area,city,signup_date,gender,customer_type
CUST0025,Advaith Gaba,ramachandrantriya@example.org,3616527802,Marathahalli,Bangalore,17-09-2024,Female,Regular
CUST0026,Anthony Hayre,gautami17@example.com,5018207800,Rajajinagar,Bangalore,13-06-2023,Other,Regular
CUST0027,Jagvi Dewan,arin37@example.com,8327902641,Electronic City,Bangalore,24-05-2024,Female,Premium
CUST0028,Hritik Bhattacharyya,bsaha@example.com,9.15376E+11,Electronic City,Bangalore,14-05-2024,Male,Regular
CUST0029,Baghyawati Solanki,garima41@example.net,5296807466,Hebbal,Bangalore,11-07-2023,Other,Regular
CUST0030,Rushil Prashad,urvashisur@example.org,9.14287E+11,Rajajinagar,Bangalore,03-08-2024,Female,Premium
CUST0031,Kavya Subramaniam,libnichacko@example.com,1162965208,Marathahalli,Bangalore,07-11-2023,Male,Premium
CUST0032,Lohit Balakrishnan,chauhanlaksh@example.org,5009751906,Yelahanka,Bangalore,18-04-2023,Female,Regular
CUST0033,Brijesh Parsa,madannimrat@example.org,3987551736,Indiranagar,Bangalore,06-02-2023,Male,Regular
CUST0034,Panini Borah,yahvimander@example.net,9.13076E+11,Malleshwaram,Bangalore,07-09-2024,Female,Regular
CUST0035,Prisha Yadav,nicholasrai@example.org,488740182,BTM Layout,Bangalore,26-10-2023,Other,Premium
CUST0036,Parth Manda,mbhatt@example.org,2184334241,Jayanagar,Bangalore,15-02-2024,Other,Premium
CUST0037,Aayush Goyal,saumya02@example.net,4844423852,Malleshwaram,Bangalore,09-01-2023,Other,Regular
CUST0038,Yashica Chandran,ganeshtriya@example.com,9251536610,Yelahanka,Bangalore,18-11-2024,Female,Premium
CUST0039,Vrinda Misra,sridharyashasvi@example.org,9.17527E+11,Indiranagar,Bangalore,22-09-2023,Female,Regular
CUST0040,Neelima Ramanathan,sankarsamesh@example.com,9.13687E+11,Koramangala,Bangalore,19-12-2023,Other,Premium
CUST0041,Gagan Anne,doctoroscar@example.org,4237923154,Yelahanka,Bangalore,24-07-2023,Male,Regular
CUST0042,Wyatt Sane,bobaltimothy@example.com,18499071,Malleshwaram,Bangalore,24-03-2023,Female,Premium
CUST0043,Anthony Mandal,boraakshay@example.org,2149946625,Rajajinagar,Bangalore,30-01-2024,Male,Regular
CUST0044,Meghana Vala,aradhana87@example.net,6732639642,Whitefield,Bangalore,15-08-2024,Other,Premium
CUST0045,Darika Maharaj,gabrielpandey@example.org,4853488116,Koramangala,Bangalore,16-02-2024,Other,Regular
CUST0046,Aahana Krish,lankawriddhish@example.org,3694107032,Indiranagar,Bangalore,16-01-2023,Female,Premium
CUST0047,Gunbir Mitra,gokhaleyahvi@example.com,9.10839E+11,Jayanagar,Bangalore,07-10-2024,Male,Regular
CUST0048,Jyoti Rajan,amarabhatti@example.com,9.14639E+11,Rajajinagar,Bangalore,12-11-2024,Male,Regular
CUST0049,Alka Char,ymane@example.com,9314237820,Indiranagar,Bangalore,13-01-2024,Other,Premium
CUST0050,Dev Ben,qprasad@example.org,1318147544,Malleshwaram,Bangalore,10-04-2023,Female,Premium
CUST0051,Upkaar Bedi,gopalbaghyawati@example.org,5081569301,Jayanagar,Bangalore,09-05-2023,Other,Premium
CUST0052,Oeshi Dugal,saiprakash@example.org,545027090,HSR Layout,Bangalore,25-11-2023,Other,Premium
CUST0053,Yochana Kunda,rajupma@example.net,1833397118,HSR Layout,Bangalore,19-06-2024,Other,Regular
CUST0054,Aahana Mani,nadigojas@example.com,7781783850,Malleshwaram,Bangalore,05-06-2024,Female,Regular
CUST0055,Lavanya Barad,meera72@example.net,7842210173,Electronic City,Bangalore,07-02-2024,Male,Regular
CUST0056,Harrison Shroff,rajagopalanzayyan@example.com,3192004241,Marathahalli,Bangalore,19-02-2023,Male,Regular
CUST0057,Yagnesh Shankar,snehabava@example.org,6387028574,Rajajinagar,Bangalore,28-06-2023,Male,Regular
CUST0058,Anya Kapadia,pranit88@example.com,9.14974E+11,Malleshwaram,Bangalore,03-07-2024,Male,Regular
CUST0059,Ubika Maharaj,bhavsaraachal@example.com,9.13518E+11,Marathahalli,Bangalore,25-01-2023,Male,Regular
CUST0060,Omisha Date,bakhshi66@example.net,7991955872,Malleshwaram,Bangalore,05-08-2023,Female,Regular
CUST0061,Jai Nanda,xdevan@example.com,8073199852,Hebbal,Bangalore,13-04-2023,Other,Regular
CUST0062,Peter Gulati,harini47@example.net,9.14089E+11,Electronic City,Bangalore,08-07-2023,Female,Regular
CUST0063,Naveen Chad,kalitalibni@example.com,3326065110,Malleshwaram,Bangalore,17-03-2023,Female,Regular
CUST0064,Gaurangi Iyengar,vkale@example.com,4723439471,Electronic City,Bangalore,16-11-2023,Other,Regular
CUST0065,Dayita Batra,malhotraanirudh@example.org,5487619111,Malleshwaram,Bangalore,22-05-2024,Male,Regular
CUST0066,Jacob Varma,aachal64@example.com,9473743938,Marathahalli,Bangalore,19-07-2024,Male,Regular
CUST0067,Urmi Jaggi,abeervarma@example.org,9.14381E+11,Yelahanka,Bangalore,28-05-2023,Female,Regular
CUST0068,Yahvi Parikh,jchaudhuri@example.com,9972542676,Jayanagar,Bangalore,23-05-2023,Female,Regular
CUST0069,Bhavini Pillai,haritasathe@example.net,8560840290,Electronic City,Bangalore,28-02-2023,Other,Regular
CUST0070,Kavya Dubey,agour@example.org,3067329634,Yelahanka,Bangalore,21-05-2024,Male,Premium
CUST0071,Suhani Muni,qarin05@example.org,7842227655,HSR Layout,Bangalore,08-08-2024,Male,Regular
CUST0072,Samuel Patla,dgour@example.com,8889288505,HSR Layout,Bangalore,09-01-2024,Female,Premium
CUST0073,Zayan Borde,qarinnarasimhan@example.net,5865707293,BTM Layout,Bangalore,08-05-2023,Male,Premium
CUST0074,Aashi Kashyap,upmachoudhry@example.net,9.15529E+11,Electronic City,Bangalore,25-07-2023,Female,Regular
CUST0075,Neha Lanka,tanveer69@example.com,1064647521,Yelahanka,Bangalore,21-07-2024,Other,Regular
CUST0076,Fariq Oommen,zaidapte@example.com,4368225199,HSR Layout,Bangalore,01-05-2023,Female,Regular
CUST0077,Gunbir Mody,iryachatterjee@example.org,7796590717,Rajajinagar,Bangalore,15-02-2023,Other,Regular
CUST0078,Chandran Bobal,falan68@example.net,9.11304E+11,Marathahalli,Bangalore,03-08-2024,Male,Regular
CUST0079,Anvi Borde,eshana92@example.org,3973251678,Yelahanka,Bangalore,06-01-2024,Other,Regular
CUST0080,Zilmil Kadakia,ibhatti@example.com,9.13826E+11,Indiranagar,Bangalore,30-01-2024,Male,Regular
CUST0081,Maanav Minhas,eeshadayal@example.net,9.10547E+11,Malleshwaram,Bangalore,22-02-2023,Male,Regular
CUST0082,Mugdha Nayak,pranitmitra@example.com,9.18685E+11,Rajajinagar,Bangalore,22-11-2024,Male,Regular
CUST0083,Saumya Balay,mraja@example.org,3879670277,Rajajinagar,Bangalore,31-01-2023,Male,Regular
CUST0084,Krishna Chatterjee,chowdhuryudyati@example.org,2971209082,Rajajinagar,Bangalore,29-03-2024,Other,Regular
CUST0085,George Sani,dayallucky@example.org,2315001690,HSR Layout,Bangalore,22-07-2023,Other,Regular
CUST0086,Jalsa Chana,eseshadri@example.org,5784216362,Jayanagar,Bangalore,05-07-2023,Female,Regular
CUST0087,Rachit Gara,kevinramesh@example.org,4472390093,Jayanagar,Bangalore,16-05-2024,Female,Regular
CUST0088,Chandani Vohra,kataluke@example.org,9.12168E+11,Indiranagar,Bangalore,06-08-2024,Male,Regular
CUST0089,Abhimanyu Sathe,falanjain@example.net,4661310876,Indiranagar,Bangalore,13-03-2024,Male,Regular
CUST0090,Onveer Barad,lakshmangat@example.net,627900235,Jayanagar,Bangalore,28-01-2024,Male,Premium
CUST0091,Vritti Agate,subramanianodika@example.com,7117757328,Indiranagar,Bangalore,15-11-2024,Male,Regular
CUST0092,Baljiwan Radhakrishnan,pallazilmil@example.com,3091086979,Electronic City,Bangalore,03-05-2023,Other,Regular
CUST0093,Bhavya Dada,zarna18@example.com,7498168581,Malleshwaram,Bangalore,20-04-2024,Other,Regular
CUST0094,Abeer Yogi,idika77@example.com,83439672,Yelahanka,Bangalore,26-09-2024,Female,Premium
CUST0095,Yatin Chahal,kritika97@example.net,9.19588E+11,Whitefield,Bangalore,22-03-2023,Female,Regular
CUST0096,George Wason,ybahri@example.org,9.15837E+11,Hebbal,Bangalore,25-03-2023,Other,Regular
CUST0097,Alexander Kara,charanraj@example.org,9.18901E+11,Rajajinagar,Bangalore,07-08-2023,Male,Regular
CUST0098,Mahika Pant,pandyaanya@example.com,7833495482,Malleshwaram,Bangalore,08-06-2023,Other,Premium
CUST0099,Praneel Ramachandran,madanarya@example.org,9.14845E+11,Electronic City,Bangalore,28-01-2024,Female,Premium
CUST0100,Nilima Dave,krishkeer@example.org,4844590866,Koramangala,Bangalore,19-10-2024,Male,Regular
CUST0101,Azaan Raghavan,odixit@example.org,9.1153E+11,Jayanagar,Bangalore,06-10-2024,Male,Regular
CUST0102,Aditya Varma,omishadhillon@example.org,6562711171,Whitefield,Bangalore,21-08-2024,Other,Premium
CUST0103,Tarak Devi,charansathe@example.net,9.12371E+11,Hebbal,Bangalore,06-05-2023,Female,Regular
CUST0104,George Bath,fitan02@example.net,5954487987,Yelahanka,Bangalore,29-11-2023,Male,Regular
CUST0105,Jackson Bhat,urvashi44@example.net,9456399829,Hebbal,Bangalore,16-11-2024,Male,Regular
CUST0106,Kiaan Nair,nihal62@example.net,5096503896,Marathahalli,Bangalore,10-10-2024,Other,Regular
CUST0107,Udarsh Cherian,upadhriti39@example.com,9.10899E+11,Whitefield,Bangalore,30-11-2023,Male,Regular
CUST0108,Jacob Sankar,oscaraurora@example.net,4891606338,Koramangala,Bangalore,29-11-2024,Female,Regular
CUST0109,Diya Ghosh,lbala@example.org,9.15953E+11,Malleshwaram,Bangalore,13-07-2023,Male,Regular
CUST0110,Anmol Amble,vrinda05@example.com,3895579100,BTM Layout,Bangalore,10-03-2024,Other,Regular
CUST0111,Nirja Nagi,pathakmitali@example.com,3196197419,Whitefield,Bangalore,03-07-2023,Male,Premium
CUST0112,Nakul Kapoor,baghyawatisrivastava@example.org,9.17711E+11,Whitefield,Bangalore,20-01-2023,Other,Premium
CUST0113,Qushi Lala,meghanaraman@example.com,2627897820,BTM Layout,Bangalore,30-08-2024,Other,Premium
CUST0114,Sanya Golla,aishani09@example.net,9.12759E+11,HSR Layout,Bangalore,21-09-2024,Female,Regular
CUST0115,Yug Basak,xrana@example.com,2714207648,Indiranagar,Bangalore,28-06-2024,Female,Premium
CUST0116,Aradhana Sharma,sidhuluke@example.net,4509659672,Electronic City,Bangalore,28-10-2024,Male,Regular
CUST0117,Aarini Patel,dbhagat@example.net,8540732464,Marathahalli,Bangalore,24-12-2023,Female,Premium
CUST0118,Niharika Balasubramanian,jasmitchad@example.com,9.19236E+11,HSR Layout,Bangalore,07-11-2024,Male,Regular
CUST0119,Pranav Bhatnagar,ekanta43@example.com,9.15643E+11,BTM Layout,Bangalore,31-05-2023,Female,Regular
CUST0120,Waida Deo,anya27@example.org,3211304079,Jayanagar,Bangalore,23-02-2023,Female,Regular
CUST0121,Mekhala Srinivasan,uhari@example.net,9710697245,Malleshwaram,Bangalore,07-11-2023,Other,Regular
CUST0122,Aadhya Dubey,robert18@example.net,9.10151E+11,Indiranagar,Bangalore,22-01-2023,Female,Regular
CUST0123,Michael Bhat,kalitachakradev@example.org,7697885543,Koramangala,Bangalore,26-07-2023,Male,Regular
CUST0124,Warjas Khosla,zchauhan@example.com,7399790425,Hebbal,Bangalore,26-09-2023,Female,Regular
CUST0125,Xalak Lal,lakshitbala@example.org,9.17514E+11,Indiranagar,Bangalore,02-02-2024,Female,Premium
CUST0126,Kamala Jain,semlaksh@example.com,6664463930,Jayanagar,Bangalore,28-05-2023,Male,Regular
CUST0127,Falak Devi,pahalkulkarni@example.org,9.12887E+11,Yelahanka,Bangalore,02-01-2023,Other,Regular
CUST0128,Sneha Srinivas,ranbir04@example.com,9.18199E+11,Hebbal,Bangalore,30-07-2024,Other,Regular
CUST0129,Akshay Som,yutika33@example.com,2461319695,Indiranagar,Bangalore,01-12-2023,Other,Premium
CUST0130,Garima Ben,bhavikaradhakrishnan@example.net,6727040697,Marathahalli,Bangalore,29-04-2024,Other,Premium
CUST0131,Abhiram Randhawa,choudhryelijah@example.net,9.15317E+11,Jayanagar,Bangalore,13-07-2024,Other,Regular
CUST0132,Urishilla Bath,vritti35@example.org,6443293384,Marathahalli,Bangalore,14-11-2023,Female,Regular
CUST0133,Vyanjana Acharya,niharika20@example.com,8308717816,Whitefield,Bangalore,06-03-2024,Male,Regular
CUST0134,Arya Dutt,varghesepahal@example.net,4300798606,Malleshwaram,Bangalore,22-10-2023,Other,Premium
CUST0135,Samesh Rama,isem@example.org,1895620909,Rajajinagar,Bangalore,23-04-2024,Female,Regular
CUST0136,Umang Gulati,rudrapandya@example.org,9.17888E+11,Koramangala,Bangalore,09-10-2024,Female,Regular
CUST0137,Abha Srivastava,rprabhakar@example.com,9.10406E+11,Rajajinagar,Bangalore,30-11-2023,Other,Regular
CUST0138,Arya Sood,guptakamya@example.com,4411685178,Electronic City,Bangalore,28-12-2023,Female,Regular
CUST0139,Naveen Divan,tanviganguly@example.com,8920032819,Electronic City,Bangalore,02-02-2024,Other,Regular
CUST0140,Rayaan Divan,jasonmore@example.net,9.18272E+11,Jayanagar,Bangalore,07-03-2023,Other,Regular
CUST0141,Chameli Talwar,krishnamurthysuhani@example.net,3195669600,Marathahalli,Bangalore,25-04-2024,Male,Premium
CUST0142,Anirudh Shetty,lakshghosh@example.org,5525913644,HSR Layout,Bangalore,06-08-2024,Other,Regular
CUST0143,Ekaja Randhawa,jairaj28@example.org,9.1332E+11,HSR Layout,Bangalore,18-09-2024,Male,Regular
CUST0144,Faraj Dugar,yugkrishna@example.com,9.11318E+11,Electronic City,Bangalore,10-07-2023,Other,Premium
CUST0145,Urishilla Sane,zparsa@example.com,1684125409,Electronic City,Bangalore,26-02-2023,Female,Premium
CUST0146,Chameli Ahluwalia,indira85@example.org,651400436,HSR Layout,Bangalore,23-03-2024,Other,Regular
CUST0147,Abeer Kara,udyati67@example.org,2233672339,BTM Layout,Bangalore,19-01-2024,Male,Regular
CUST0148,Caleb Kumar,hemani12@example.com,9.17745E+11,Koramangala,Bangalore,18-06-2024,Male,Premium
CUST0149,Chameli Shah,yutika35@example.com,1952022754,Whitefield,Bangalore,19-06-2023,Other,Regular
CUST0150,Omya Gole,sacharurishilla@example.com,3133966783,Yelahanka,Bangalore,09-02-2023,Male,Premium
CUST0151,Robert Anne,hmadan@example.net,4042619101,Electronic City,Bangalore,05-04-2023,Male,Premium
CUST0152,Gabriel Vala,moraraarav@example.org,9.10759E+11,Yelahanka,Bangalore,02-06-2024,Other,Regular
CUST0153,Sachi Narayanan,alexander83@example.org,9.17453E+11,Electronic City,Bangalore,09-08-2024,Other,Premium
CUST0154,Hiral Prashad,theodoregokhale@example.net,5126562810,Yelahanka,Bangalore,23-11-2024,Female,Premium
CUST0155,Bishakha Sehgal,savantguneet@example.net,1131874924,Electronic City,Bangalore,01-03-2024,Male,Regular
CUST0156,Nathaniel Bassi,eshana54@example.net,3976299455,Electronic City,Bangalore,04-01-2024,Female,Premium
CUST0157,Raksha Shukla,cdani@example.org,5571777546,Malleshwaram,Bangalore,14-10-2024,Female,Premium
CUST0158,Yatin Chaudhry,rattasai@example.org,3823819600,Electronic City,Bangalore,09-02-2024,Other,Regular
CUST0159,Siddharth Anne,manifalan@example.net,9.13073E+11,Indiranagar,Bangalore,08-12-2023,Other,Regular
CUST0160,Nidra Padmanabhan,mthakur@example.com,9.13062E+11,Marathahalli,Bangalore,31-07-2023,Female,Premium
CUST0161,Karan Dyal,uthakkar@example.org,2999669242,Whitefield,Bangalore,04-03-2023,Male,Regular
CUST0162,Ishwar Chanda,gaurisura@example.net,3763245038,Whitefield,Bangalore,23-06-2024,Other,Regular
CUST0163,Farhan Savant,vinaya97@example.net,9.1605E+11,BTM Layout,Bangalore,19-11-2023,Female,Regular
CUST0164,Upma Bera,rkumar@example.net,5115288615,Koramangala,Bangalore,19-11-2023,Male,Premium
CUST0165,Nandini Keer,balveer16@example.org,7314921585,Rajajinagar,Bangalore,30-10-2023,Other,Regular
CUST0166,Rehaan Jaggi,christopherparmer@example.net,1668373689,Rajajinagar,Bangalore,15-11-2024,Female,Regular
CUST0167,Dipta Sem,jasonrau@example.net,244116869,Jayanagar,Bangalore,01-10-2023,Female,Premium
CUST0168,Nathaniel Brar,chaitanya15@example.org,9.10907E+11,BTM Layout,Bangalore,11-10-2024,Other,Regular
CUST0169,Upma Sathe,manbir04@example.org,411725947,Rajajinagar,Bangalore,29-02-2024,Male,Regular
CUST0170,Finn Din,sara83@example.net,8159267480,BTM Layout,Bangalore,31-07-2023,Female,Regular
CUST0171,Viraj Deshpande,zsrinivas@example.com,8098256081,Malleshwaram,Bangalore,19-09-2023,Other,Premium
CUST0172,Vasatika Vaidya,jagdishmitra@example.net,9.14656E+11,Whitefield,Bangalore,16-07-2024,Female,Premium
CUST0173,Dayamai Doshi,vargheselajita@example.org,4992671195,Yelahanka,Bangalore,28-04-2024,Male,Premium
CUST0174,Zayyan Rana,adweta69@example.net,2773423981,Rajajinagar,Bangalore,04-04-2024,Other,Regular
CUST0175,Chakradev Kota,tmagar@example.com,9.18813E+11,BTM Layout,Bangalore,14-05-2024,Male,Premium
CUST0176,Maanas Bhat,boravictor@example.net,929360887,Koramangala,Bangalore,22-05-2023,Female,Regular
CUST0177,Girindra Mitra,chanakyasodhi@example.net,9.14761E+11,Electronic City,Bangalore,14-06-2023,Female,Regular
CUST0178,Kritika Batta,sulejagat@example.org,1235283158,BTM Layout,Bangalore,14-11-2024,Female,Premium
CUST0179,Adya Morar,janujasarkar@example.com,9.14023E+11,BTM Layout,Bangalore,08-10-2024,Female,Premium
CUST0180,Arjun Balan,waliadarsh@example.org,266560668,Koramangala,Bangalore,01-01-2024,Other,Regular
CUST0181,Ati Zachariah,aaravkalita@example.net,746654105,HSR Layout,Bangalore,29-09-2023,Other,Regular
CUST0182,Lavanya Kaur,ayushman53@example.org,9066028509,Koramangala,Bangalore,21-05-2024,Male,Premium
CUST0183,Aayush Wadhwa,vanya29@example.com,9.12841E+11,Koramangala,Bangalore,04-06-2023,Other,Regular
CUST0184,Krishna Sood,hemanigokhale@example.com,1332706732,Electronic City,Bangalore,09-04-2023,Other,Regular
CUST0185,Oeshi Contractor,osha75@example.com,9.19927E+11,Electronic City,Bangalore,19-06-2023,Other,Regular
CUST0186,Hemang Bora,sanghvibachittar@example.org,5491550221,Whitefield,Bangalore,14-10-2023,Other,Regular
CUST0187,Vyanjana Bahri,suriethan@example.com,8627091856,Hebbal,Bangalore,03-08-2024,Male,Premium
CUST0188,Divya Ravel,jainvihaan@example.net,659515803,Jayanagar,Bangalore,08-05-2023,Male,Regular
CUST0189,Jatin Boase,aahana20@example.com,2787330024,Rajajinagar,Bangalore,31-08-2023,Other,Premium
CUST0190,Inaya Dave,zhayre@example.org,9.17208E+11,BTM Layout,Bangalore,19-10-2023,Other,Regular
CUST0191,Girish Edwin,ekbal12@example.org,9.18982E+11,Hebbal,Bangalore,04-04-2024,Other,Regular
CUST0192,Deepa Wadhwa,masterguneet@example.net,9.17221E+11,Jayanagar,Bangalore,25-06-2024,Other,Regular
CUST0193,Chaaya Barad,osinghal@example.com,1121539007,Rajajinagar,Bangalore,05-04-2023,Male,Regular
CUST0194,Osha Golla,barkha08@example.org,8884860575,Malleshwaram,Bangalore,29-11-2023,Female,Regular
CUST0195,Shivani Mohanty,amol63@example.net,3943558455,Marathahalli,Bangalore,17-05-2024,Male,Premium
CUST0196,Liam Baral,amaira08@example.net,4472141855,Electronic City,Bangalore,30-09-2024,Male,Regular
CUST0197,Kavya Manda,nadkarnisiya@example.org,9.13447E+11,Malleshwaram,Bangalore,09-10-2023,Female,Regular
CUST0198,Shivani Bava,jackson50@example.net,9.14127E+11,Whitefield,Bangalore,05-12-2023,Other,Regular
CUST0199,Dhriti Lala,onkar69@example.net,8170682210,Jayanagar,Bangalore,20-05-2024,Other,Premium
CUST0200,Arunima Anne,radha06@example.org,9.13899E+11,Electronic City,Bangalore,23-02-2024,Female,Regular
CUST0201,Chakrika Pant,arin20@example.org,1142159365,Rajajinagar,Bangalore,21-07-2024,Female,Regular
CUST0202,Rudra Bahl,etashenoy@example.org,1253951115,Indiranagar,Bangalore,10-07-2023,Female,Premium
CUST0203,Mohini Pingle,ishaan59@example.org,3225174917,Electronic City,Bangalore,09-07-2023,Other,Regular
CUST0204,Rohan Varghese,chokshiekaja@example.com,7490872458,Marathahalli,Bangalore,22-10-2023,Male,Regular
CUST0205,Aditya Rana,krisha15@example.org,7425674424,Whitefield,Bangalore,10-09-2023,Female,Regular
CUST0206,Ijaya Loyal,varenyakrishnan@example.org,5290310171,Jayanagar,Bangalore,11-09-2024,Female,Regular
CUST0207,Lakshit D’Alia,kamala83@example.org,9258097308,Hebbal,Bangalore,08-04-2024,Female,Regular
CUST0208,Nihal Das,yashodharaoak@example.org,8992607156,HSR Layout,Bangalore,06-02-2024,Male,Regular
CUST0209,Devansh Zacharia,leenamodi@example.com,3729215895,Electronic City,Bangalore,12-11-2023,Other,Premium
CUST0210,Maanas Khanna,shettyamaira@example.org,6088479522,Electronic City,Bangalore,20-06-2024,Other,Regular
CUST0211,Tarak Malhotra,eloke@example.org,9520101348,Koramangala,Bangalore,15-12-2023,Male,Regular
CUST0212,Mason Datta,yachanakakar@example.org,3210610145,Hebbal,Bangalore,11-11-2023,Male,Regular
CUST0213,Vedika Kade,nkhare@example.org,7772562881,Marathahalli,Bangalore,27-03-2024,Female,Regular
CUST0214,Dakshesh Bir,chandradarpan@example.com,9.13802E+11,BTM Layout,Bangalore,25-09-2023,Other,Regular
CUST0215,Bakhshi Misra,binavenkatesh@example.com,9.12119E+11,Hebbal,Bangalore,01-10-2023,Female,Regular
CUST0216,Tamanna Oak,aswaminathan@example.org,2242873499,HSR Layout,Bangalore,15-07-2023,Male,Regular
CUST0217,Tarak Mane,fchana@example.com,3375414643,Indiranagar,Bangalore,03-09-2023,Other,Regular
CUST0218,Hritik Luthra,wwarrior@example.net,9.19917E+11,Hebbal,Bangalore,15-08-2024,Male,Regular
CUST0219,Jackson Thakur,jackdar@example.net,8078110701,Electronic City,Bangalore,27-07-2024,Female,Regular
CUST0220,Kamya Sethi,diptaganguly@example.com,432480520,Yelahanka,Bangalore,13-08-2024,Other,Regular
CUST0221,Arunima Prakash,balendra02@example.org,7019587110,HSR Layout,Bangalore,20-03-2023,Female,Regular
CUST0222,Kavya Nori,tnagar@example.org,9.18509E+11,Jayanagar,Bangalore,20-05-2023,Male,Regular
CUST0223,Rishi Bath,danielandra@example.com,2704057094,Jayanagar,Bangalore,09-04-2023,Male,Premium
CUST0224,Bhavika Dixit,kprakash@example.org,9.18476E+11,Jayanagar,Bangalore,05-03-2024,Other,Premium
CUST0225,Vaishnavi Deshpande,tmitra@example.org,2298066106,Electronic City,Bangalore,10-05-2024,Male,Premium
CUST0226,Wakeeta Bhagat,shankerucchal@example.org,6503390769,Jayanagar,Bangalore,21-03-2024,Female,Regular
CUST0227,Yasti Talwar,manan60@example.org,545036977,Whitefield,Bangalore,22-09-2023,Male,Regular
CUST0228,Ucchal Khosla,dalalyoshita@example.net,9.13353E+11,Electronic City,Bangalore,31-10-2024,Male,Premium
CUST0229,Kalpit Kanda,butalaxalak@example.com,4635184241,Electronic City,Bangalore,08-11-2023,Male,Regular
CUST0230,Vedika Sane,isaac78@example.com,2210854028,Koramangala,Bangalore,17-06-2024,Male,Regular
CUST0231,Jai Kashyap,merchantdamyanti@example.com,2407463944,Jayanagar,Bangalore,13-03-2024,Male,Premium
CUST0232,Lucky Kale,ayushmanparsa@example.net,831663498,Yelahanka,Bangalore,03-04-2023,Female,Regular
CUST0233,Azad Dani,divya55@example.com,9.1333E+11,Rajajinagar,Bangalore,06-09-2024,Male,Premium
CUST0234,Damyanti Toor,urvibath@example.com,9.17701E+11,Electronic City,Bangalore,23-10-2023,Female,Regular
CUST0235,Isha Bhardwaj,maanas96@example.com,53545429,BTM Layout,Bangalore,02-04-2024,Female,Regular
CUST0236,Onveer Raj,aadhyaparekh@example.com,9.11897E+11,Rajajinagar,Bangalore,16-02-2023,Other,Regular
CUST0237,Fariq Bera,wverma@example.net,9.16044E+11,HSR Layout,Bangalore,15-08-2024,Other,Regular
CUST0238,Nimrat De,jagdish28@example.com,777397813,Indiranagar,Bangalore,27-05-2024,Male,Regular
CUST0239,Dhruv Halder,chowdhurypahal@example.net,7511198564,Indiranagar,Bangalore,04-03-2024,Male,Regular
CUST0240,Kavya Saxena,indalirajagopalan@example.com,5092020895,Hebbal,Bangalore,16-12-2023,Other,Regular
